n,b,sample_size,start,stop,treedist
757,45,25,400,500,5.04E+00
758,45,25,450,550,2.11E+00
759,45,25,500,600,1.89E+00
760,45,25,550,650,1.94E+00
761,45,25,600,700,1.77E+00
762,45,25,650,750,8.74E-01
763,45,25,700,800,6.84E-01
764,45,25,750,850,7.19E-01
765,45,25,800,900,9.77E-01
766,45,25,850,950,1.14E+00
767,46,25,0,100,1.05E+01
768,46,25,50,150,7.84E+00
769,46,25,100,200,2.71E+00
770,46,25,150,250,2.05E+00
771,46,25,200,300,4.17E+00
772,46,25,250,350,2.86E+00
773,46,25,300,400,2.19E+00
774,46,25,350,450,1.88E+00
775,46,25,400,500,1.88E+00
776,46,25,450,550,1.62E+00
777,46,25,500,600,1.73E+00
778,46,25,550,650,1.79E+00
779,46,25,600,700,1.67E+00
780,46,25,650,750,1.44E+00
781,46,25,700,800,9.40E-01
782,46,25,750,850,5.97E-01
783,46,25,800,900,6.42E-01
784,46,25,850,950,5.86E-01
785,47,25,0,100,2.68E+00
786,47,25,50,150,4.04E+00
787,47,25,100,200,1.93E+00
788,47,25,150,250,3.43E+00
789,47,25,200,300,6.14E+00
790,47,25,250,350,6.14E+00
791,47,25,300,400,4.27E+00
792,47,25,350,450,3.85E+00
793,47,25,400,500,3.86E+00
794,47,25,450,550,1.61E+00
795,47,25,500,600,1.77E+00
796,47,25,550,650,1.76E+00
797,47,25,600,700,1.14E+00
798,47,25,650,750,8.61E-01
799,47,25,700,800,6.02E-01
800,47,25,750,850,5.39E-01
801,47,25,800,900,5.16E-01
802,47,25,850,950,5.38E-01
803,48,25,0,100,2.22E+00
804,48,25,50,150,3.13E+00
805,48,25,100,200,1.57E+00
806,48,25,150,250,3.67E+00
807,48,25,200,300,5.91E+00
808,48,25,250,350,2.73E+00
809,48,25,300,400,3.29E+00
810,48,25,350,450,2.86E+00
811,48,25,400,500,2.86E+00
812,48,25,450,550,2.28E+00
813,48,25,500,600,2.09E+00
814,48,25,550,650,4.37E+00
815,48,25,600,700,1.85E+00
816,48,25,650,750,1.08E+00
817,48,25,700,800,1.08E+00
818,48,25,750,850,9.88E-01
819,48,25,800,900,6.41E-01
820,48,25,850,950,7.17E-01
821,49,25,0,100,1.69E+00
822,49,25,50,150,1.38E+00
823,49,25,100,200,1.40E+00
824,49,25,150,250,1.43E+00
825,49,25,200,300,1.65E+00
826,49,25,250,350,1.38E+00
827,49,25,300,400,1.43E+00
828,49,25,350,450,1.41E+00
829,49,25,400,500,1.41E+00
830,49,25,450,550,1.33E+00
831,49,25,500,600,1.85E+00
832,49,25,550,650,2.07E+00
833,49,25,600,700,1.38E+00
834,49,25,650,750,1.12E+00
835,49,25,700,800,1.42E+00
836,49,25,750,850,9.42E-01
837,49,25,800,900,1.16E+00
838,49,25,850,950,1.49E+00
839,50,25,0,100,2.07E+00
840,50,25,50,150,1.02E+00
841,50,25,100,200,8.54E-01
842,50,25,150,250,1.38E+00
843,50,25,200,300,2.02E+00
844,50,25,250,350,2.68E+00
845,50,25,300,400,1.93E+00
846,50,25,350,450,2.02E+00
847,50,25,400,500,2.02E+00
848,50,25,450,550,1.46E+00
849,50,25,500,600,1.75E+00
850,50,25,550,650,1.89E+00
851,50,25,600,700,4.38E+00
852,50,25,650,750,3.95E+00
853,50,25,700,800,1.58E+00
854,50,25,750,850,2.00E+00
855,50,25,800,900,1.58E+00
856,50,25,850,950,2.36E+00
857,51,25,0,100,1.17E+01
858,51,25,50,150,1.95E+00
859,51,25,100,200,2.39E+00
860,51,25,150,250,2.74E+00
861,51,25,200,300,3.66E+00
862,51,25,250,350,3.46E+00
863,51,25,300,400,2.60E+00
864,51,25,350,450,1.91E+00
865,51,25,400,500,1.90E+00
866,51,25,450,550,1.46E+00
867,51,25,500,600,3.36E+00
868,51,25,550,650,2.12E+00
869,51,25,600,700,1.48E+00
870,51,25,650,750,1.49E+00
871,51,25,700,800,1.48E+00
872,51,25,750,850,6.46E-01
873,51,25,800,900,6.16E-01
874,51,25,850,950,5.37E-01
875,52,25,0,100,1.58E+00
876,52,25,50,150,2.98E+00
877,52,25,100,200,1.62E+00
878,52,25,150,250,2.26E+00
879,52,25,200,300,2.27E+00
880,52,25,250,350,2.08E+00
881,52,25,300,400,1.97E+00
882,52,25,350,450,1.92E+00
883,52,25,400,500,1.92E+00
884,52,25,450,550,1.33E+00
885,52,25,500,600,1.61E+00
886,52,25,550,650,1.59E+00
887,52,25,600,700,1.28E+00
888,52,25,650,750,1.55E+00
889,52,25,700,800,1.19E+00
890,52,25,750,850,7.29E-01
891,52,25,800,900,5.45E-01
892,52,25,850,950,8.14E-01
893,53,25,0,100,1.52E+00
894,53,25,50,150,1.01E+00
895,53,25,100,200,1.27E+00
896,53,25,150,250,3.16E+00
897,53,25,200,300,4.03E+00
898,53,25,250,350,3.70E+00
899,53,25,300,400,3.93E+00
900,53,25,350,450,4.38E+00
901,53,25,400,500,4.38E+00
902,53,25,450,550,2.65E+00
903,53,25,500,600,4.76E+00
904,53,25,550,650,9.81E+00
905,53,25,600,700,2.38E+00
906,53,25,650,750,1.94E+00
907,53,25,700,800,1.05E+00
908,53,25,750,850,7.20E-01
909,53,25,800,900,6.24E-01
910,53,25,850,950,6.81E-01
911,54,25,0,100,1.21E+00
912,54,25,50,150,1.92E+00
913,54,25,100,200,2.24E+00
914,54,25,150,250,1.77E+00
915,54,25,200,300,2.54E+00
916,54,25,250,350,2.28E+00
917,54,25,300,400,1.57E+00
918,54,25,350,450,1.27E+00
919,54,25,400,500,1.27E+00
920,54,25,450,550,1.30E+00
921,54,25,500,600,1.61E+00
922,54,25,550,650,2.89E+00
923,54,25,600,700,1.28E+00
924,54,25,650,750,1.00E+00
925,54,25,700,800,7.89E-01
926,54,25,750,850,7.23E-01
927,54,25,800,900,6.14E-01
928,54,25,850,950,7.22E-01
929,55,25,0,100,1.63E+00
930,55,25,50,150,1.12E+00
931,55,25,100,200,2.05E+00
932,55,25,150,250,2.61E+00
933,55,25,200,300,2.88E+00
934,55,25,250,350,2.73E+00
935,55,25,300,400,2.56E+00
936,55,25,350,450,2.54E+00
937,55,25,400,500,2.55E+00
938,55,25,450,550,1.39E+00
939,55,25,500,600,1.57E+00
940,55,25,550,650,1.95E+00
941,55,25,600,700,1.79E+00
942,55,25,650,750,1.10E+00
943,55,25,700,800,8.08E-01
944,55,25,750,850,8.33E-01
945,55,25,800,900,6.81E-01
946,55,25,850,950,7.25E-01
947,56,25,0,100,2.63E+00
948,56,25,50,150,1.40E+00
949,56,25,100,200,1.61E+00
950,56,25,150,250,1.73E+00
951,56,25,200,300,1.99E+00
952,56,25,250,350,1.93E+00
953,56,25,300,400,1.77E+00
954,56,25,350,450,1.74E+00
955,56,25,400,500,1.74E+00
956,56,25,450,550,1.58E+00
957,56,25,500,600,2.59E+00
958,56,25,550,650,2.54E+00
959,56,25,600,700,1.51E+00
960,56,25,650,750,1.07E+00
961,56,25,700,800,6.61E-01
962,56,25,750,850,6.33E-01
963,56,25,800,900,6.14E-01
964,56,25,850,950,5.73E-01
965,57,25,0,100,7.11E+00
966,57,25,50,150,6.57E+00
967,57,25,100,200,7.93E+00
968,57,25,150,250,7.08E+00
969,57,25,200,300,1.34E+01
970,57,25,250,350,9.90E+00
971,57,25,300,400,8.94E+00
972,57,25,350,450,8.11E+00
973,57,25,400,500,8.14E+00
974,57,25,450,550,3.71E+00
975,57,25,500,600,3.05E+00
976,57,25,550,650,4.16E+00
977,57,25,600,700,2.44E+00
978,57,25,650,750,1.23E+00
979,57,25,700,800,6.30E-01
980,57,25,750,850,4.76E-01
981,57,25,800,900,4.79E-01
982,57,25,850,950,7.42E-01
983,58,25,0,100,9.09E+00
984,58,25,50,150,6.40E+00
985,58,25,100,200,2.10E+00
986,58,25,150,250,2.23E+00
987,58,25,200,300,2.91E+00
988,58,25,250,350,2.50E+00
989,58,25,300,400,2.14E+00
990,58,25,350,450,2.38E+00
991,58,25,400,500,2.61E+00
992,58,25,450,550,1.54E+00
993,58,25,500,600,2.57E+00
994,58,25,550,650,3.70E+00
995,58,25,600,700,1.60E+00
996,58,25,650,750,1.05E+00
997,58,25,700,800,1.16E+00
998,58,25,750,850,5.59E-01
999,58,25,800,900,7.82E-01
1000,58,25,850,950,8.15E-01
1001,59,25,0,100,1.21E+00
1002,59,25,50,150,1.27E+00
1003,59,25,100,200,1.39E+00
1004,59,25,150,250,2.08E+00
1005,59,25,200,300,2.33E+00
1006,59,25,250,350,2.15E+00
1007,59,25,300,400,2.09E+00
1008,59,25,350,450,1.94E+00
1009,59,25,400,500,1.94E+00
1010,59,25,450,550,1.79E+00
1011,59,25,500,600,4.08E+00
1012,59,25,550,650,7.95E+00
1013,59,25,600,700,2.74E+00
1014,59,25,650,750,1.39E+00
1015,59,25,700,800,5.83E-01
1016,59,25,750,850,6.93E-01
1017,59,25,800,900,4.48E-01
1018,59,25,850,950,4.59E-01
1019,60,25,0,100,1.46E+01
1020,60,25,50,150,8.57E+00
1021,60,25,100,200,4.46E+00
1022,60,25,150,250,3.06E+00
1023,60,25,200,300,4.34E+00
1024,60,25,250,350,3.12E+00
1025,60,25,300,400,3.17E+00
1026,60,25,350,450,2.88E+00
1027,60,25,400,500,2.88E+00
1028,60,25,450,550,2.40E+00
1029,60,25,500,600,4.17E+00
1030,60,25,550,650,4.39E+00
1031,60,25,600,700,2.59E+00
1032,60,25,650,750,1.64E+00
1033,60,25,700,800,1.24E+00
1034,60,25,750,850,1.37E+00
1035,60,25,800,900,1.39E+00
1036,60,25,850,950,1.22E+00
1037,61,25,50,150,1.90E+00
1038,61,25,100,200,2.39E+00
1039,61,25,150,250,3.33E+00
1040,61,25,200,300,4.46E+00
1041,61,25,250,350,3.65E+00
1042,61,25,300,400,4.19E+00
1043,61,25,350,450,3.93E+00
1044,61,25,400,500,3.26E+00
1045,61,25,450,550,3.59E+00
1046,61,25,500,600,3.59E+00
1047,61,25,550,650,4.51E+00
1048,61,25,600,700,2.45E+00
1049,61,25,650,750,1.05E+00
1050,61,25,700,800,9.81E-01
1051,61,25,750,850,5.19E-01
1052,61,25,800,900,6.04E-01
1053,61,25,850,950,7.40E-01
1054,62,25,0,100,1.77E+00
1055,62,25,50,150,4.65E+00
1056,62,25,100,200,1.33E+00
1057,62,25,150,250,2.72E+00
1058,62,25,200,300,2.59E+00
1059,62,25,250,350,2.60E+00
1060,62,25,300,400,2.13E+00
1061,62,25,350,450,1.80E+00
1062,62,25,400,500,1.80E+00
1063,62,25,450,550,1.45E+00
1064,62,25,500,600,1.67E+00
1065,62,25,550,650,2.19E+00
1066,62,25,600,700,1.73E+00
1067,62,25,650,750,1.35E+00
1068,62,25,700,800,1.08E+00
1069,62,25,750,850,6.51E-01
1070,62,25,800,900,8.21E-01
1071,62,25,850,950,9.76E-01
1072,63,25,0,100,2.63E+00
1073,63,25,50,150,1.85E+00
1074,63,25,100,200,1.22E+00
1075,63,25,150,250,1.23E+00
1076,63,25,200,300,1.96E+00
1077,63,25,250,350,1.97E+00
1078,63,25,300,400,2.27E+00
1079,63,25,350,450,2.27E+00
1080,63,25,400,500,2.27E+00
1081,63,25,450,550,1.15E+00
1082,63,25,500,600,1.85E+00
1083,63,25,550,650,1.99E+00
1084,63,25,600,700,1.35E+00
1085,63,25,650,750,9.34E-01
1086,63,25,700,800,6.81E-01
1087,63,25,750,850,7.01E-01
1088,63,25,800,900,6.12E-01
1089,63,25,850,950,6.48E-01
1090,64,25,0,100,1.53E+00
1091,64,25,50,150,1.14E+00
1092,64,25,100,200,2.98E+00
1093,64,25,150,250,3.41E+00
1094,64,25,200,300,4.41E+00
1095,64,25,250,350,4.08E+00
1096,64,25,300,400,4.30E+00
1097,64,25,350,450,4.28E+00
1098,64,25,400,500,4.30E+00
1099,64,25,450,550,1.74E+00
1100,64,25,500,600,2.82E+00
1101,64,25,550,650,4.26E+00
1102,64,25,600,700,1.71E+00
1103,64,25,650,750,1.60E+00
1104,64,25,700,800,1.37E+00
1105,64,25,750,850,7.48E-01
1106,64,25,800,900,7.27E-01
1107,64,25,850,950,7.62E-01
1108,65,25,0,100,2.72E+00
1109,65,25,50,150,1.83E+00
1110,65,25,100,200,8.97E-01
1111,65,25,150,250,1.69E+00
1112,65,25,200,300,2.66E+00
1113,65,25,250,350,1.70E+00
1114,65,25,300,400,1.67E+00
1115,65,25,350,450,1.59E+00
1116,65,25,400,500,1.58E+00
1117,65,25,450,550,1.04E+00
1118,65,25,500,600,1.39E+00
1119,65,25,550,650,1.81E+00
1120,65,25,600,700,1.25E+00
1121,65,25,650,750,1.04E+00
1122,65,25,700,800,7.82E-01
1123,65,25,750,850,9.00E-01
1124,65,25,800,900,7.71E-01
1125,65,25,850,950,9.69E-01
1126,66,25,100,200,1.38E+00
1127,66,25,150,250,1.29E+00
1128,66,25,200,300,3.68E+00
1129,66,25,250,350,4.20E+00
1130,66,25,300,400,2.50E+00
1131,66,25,350,450,1.84E+00
1132,66,25,400,500,1.82E+00
1133,66,25,450,550,1.57E+00
1134,66,25,500,600,1.62E+00
1135,66,25,550,650,3.05E+00
1136,66,25,600,700,1.55E+00
1137,66,25,650,750,1.14E+00
1138,66,25,700,800,1.36E+00
1139,66,25,750,850,9.49E-01
1140,66,25,800,900,1.44E+00
1141,66,25,850,950,1.77E+00
1142,67,25,0,100,2.65E+00
1143,67,25,50,150,1.88E+00
1144,67,25,100,200,2.41E+00
1145,67,25,150,250,5.54E+00
1146,67,25,200,300,5.69E+00
1147,67,25,250,350,3.13E+00
1148,67,25,300,400,2.41E+00
1149,67,25,350,450,3.84E+00
1150,67,25,400,500,3.85E+00
1151,67,25,450,550,1.73E+00
1152,67,25,500,600,1.81E+00
1153,67,25,550,650,2.98E+00
1154,67,25,600,700,1.79E+00
1155,67,25,650,750,9.23E-01
1156,67,25,700,800,6.25E-01
1157,67,25,750,850,5.44E-01
1158,67,25,800,900,5.77E-01
1159,67,25,850,950,5.15E-01
1160,68,25,0,100,1.03E+01
1161,68,25,50,150,2.61E+00
1162,68,25,100,200,1.28E+00
1163,68,25,150,250,2.02E+00
1164,68,25,200,300,3.18E+00
1165,68,25,250,350,2.77E+00
1166,68,25,300,400,2.61E+00
1167,68,25,350,450,2.73E+00
1168,68,25,400,500,2.73E+00
1169,68,25,450,550,2.01E+00
1170,68,25,500,600,2.38E+00
1171,68,25,550,650,3.05E+00
1172,68,25,600,700,1.88E+00
1173,68,25,650,750,1.54E+00
1174,68,25,700,800,1.91E+00
1175,68,25,750,850,1.42E+00
1176,68,25,800,900,1.12E+00
1177,68,25,850,950,1.66E+00
1178,69,25,0,100,2.94E+00
1179,69,25,50,150,1.42E+00
1180,69,25,100,200,9.44E-01
1181,69,25,150,250,1.61E+00
1182,69,25,200,300,4.05E+00
1183,69,25,250,350,2.51E+00
1184,69,25,300,400,1.54E+00
1185,69,25,350,450,1.67E+00
1186,69,25,400,500,1.67E+00
1187,69,25,450,550,1.20E+00
1188,69,25,500,600,1.99E+00
1189,69,25,550,650,2.21E+00
1190,69,25,600,700,1.42E+00
1191,69,25,650,750,1.04E+00
1192,69,25,700,800,7.36E-01
1193,69,25,750,850,6.95E-01
1194,69,25,800,900,7.37E-01
1195,69,25,850,950,1.26E+00
1196,70,25,50,150,2.02E+00
1197,70,25,100,200,1.90E+00
1198,70,25,150,250,1.47E+00
1199,70,25,200,300,2.37E+00
1200,70,25,250,350,2.05E+00
1201,70,25,300,400,2.51E+00
1202,70,25,350,450,2.28E+00
1203,70,25,400,500,2.29E+00
1204,70,25,450,550,2.61E+00
1205,70,25,500,600,2.83E+00
1206,70,25,550,650,3.43E+00
1207,70,25,600,700,2.82E+00
1208,70,25,650,750,2.03E+00
1209,70,25,700,800,1.04E+00
1210,70,25,750,850,7.81E-01
1211,70,25,800,900,6.73E-01
1212,70,25,850,950,8.26E-01
1213,71,25,0,100,2.82E+00
1214,71,25,50,150,2.45E+00
1215,71,25,100,200,2.25E+00
1216,71,25,150,250,2.51E+00
1217,71,25,200,300,2.84E+00
1218,71,25,250,350,2.73E+00
1219,71,25,300,400,2.72E+00
1220,71,25,350,450,2.28E+00
1221,71,25,400,500,2.28E+00
1222,71,25,450,550,1.59E+00
1223,71,25,500,600,2.10E+00
1224,71,25,550,650,2.58E+00
1225,71,25,600,700,1.71E+00
1226,71,25,650,750,1.47E+00
1227,71,25,700,800,1.12E+00
1228,71,25,750,850,4.70E-01
1229,71,25,800,900,4.77E-01
1230,71,25,850,950,5.07E-01
1231,72,25,0,100,3.90E+00
1232,72,25,50,150,2.46E+00
1233,72,25,100,200,8.25E-01
1234,72,25,150,250,1.37E+00
1235,72,25,200,300,1.51E+00
1236,72,25,250,350,1.98E+00
1237,72,25,300,400,1.41E+00
1238,72,25,350,450,1.32E+00
1239,72,25,400,500,1.33E+00
1240,72,25,450,550,1.43E+00
1241,72,25,500,600,2.26E+00
1242,72,25,550,650,3.18E+00
1243,72,25,600,700,2.11E+00
1244,72,25,650,750,1.01E+00
1245,72,25,700,800,7.89E-01
1246,72,25,750,850,7.99E-01
1247,72,25,800,900,8.25E-01
1248,72,25,850,950,7.41E-01
1249,73,25,0,100,2.94E+00
1250,73,25,50,150,2.66E+00
1251,73,25,100,200,3.62E+00
1252,73,25,150,250,5.28E+00
1253,73,25,200,300,5.50E+00
1254,73,25,250,350,5.45E+00
1255,73,25,300,400,5.96E+00
1256,73,25,350,450,3.84E+00
1257,73,25,400,500,3.86E+00
1258,73,25,450,550,3.09E+00
1259,73,25,500,600,4.12E+00
1260,73,25,550,650,5.25E+00
1261,73,25,600,700,3.70E+00
1262,73,25,650,750,1.90E+00
1263,73,25,700,800,1.68E+00
1264,73,25,750,850,8.75E-01
1265,73,25,800,900,6.34E-01
1266,73,25,850,950,6.60E-01
1267,74,25,0,100,2.78E+00
1268,74,25,50,150,1.84E+00
1269,74,25,100,200,2.05E+00
1270,74,25,150,250,2.16E+00
1271,74,25,200,300,3.07E+00
1272,74,25,250,350,2.29E+00
1273,74,25,300,400,2.50E+00
1274,74,25,350,450,2.40E+00
1275,74,25,400,500,2.41E+00
1276,74,25,450,550,1.65E+00
1277,74,25,500,600,2.93E+00
1278,74,25,550,650,3.08E+00
1279,74,25,600,700,2.06E+00
1280,74,25,650,750,2.28E+00
1281,74,25,700,800,1.10E+00
1282,74,25,750,850,8.51E-01
1283,74,25,800,900,1.25E+00
1284,74,25,850,950,1.65E+00
1285,75,25,500,600,4.59E+00
1286,75,25,550,650,3.72E+00
1287,75,25,600,700,1.58E+00
1288,75,25,650,750,9.17E-01
1289,75,25,700,800,6.55E-01
1290,75,25,750,850,5.75E-01
1291,75,25,800,900,6.25E-01
1292,75,25,850,950,7.17E-01
1293,76,25,550,650,2.11E+00
1294,76,25,600,700,1.75E+00
1295,76,25,650,750,1.04E+00
1296,76,25,700,800,6.94E-01
1297,76,25,750,850,6.16E-01
1298,76,25,800,900,4.76E-01
1299,76,25,850,950,4.79E-01
1300,77,25,550,650,2.95E+00
1301,77,25,600,700,2.07E+00
1302,77,25,650,750,1.36E+00
1303,77,25,700,800,1.11E+00
1304,77,25,750,850,8.62E-01
1305,77,25,800,900,8.97E-01
1306,77,25,850,950,8.44E-01
1307,78,25,0,100,4.63E+00
1308,78,25,50,150,3.33E+00
1309,78,25,100,200,4.02E+00
1310,78,25,150,250,4.59E+00
1311,78,25,200,300,7.01E+00
1312,78,25,250,350,9.29E+00
1313,78,25,300,400,5.73E+00
1314,78,25,350,450,5.81E+00
1315,78,25,400,500,4.83E+00
1316,78,25,450,550,3.87E+00
1317,78,25,500,600,3.96E+00
1318,78,25,550,650,5.10E+00
1319,78,25,600,700,3.76E+00
1320,78,25,650,750,2.02E+00
1321,78,25,700,800,8.90E-01
1322,78,25,750,850,6.60E-01
1323,78,25,800,900,6.80E-01
1324,78,25,850,950,8.18E-01
1325,79,25,0,100,1.28E+00
1326,79,25,50,150,5.53E+00
1327,79,25,100,200,5.09E+00
1328,79,25,150,250,4.47E+00
1329,79,25,200,300,4.18E+00
1330,79,25,250,350,3.05E+00
1331,79,25,300,400,3.57E+00
1332,79,25,350,450,2.78E+00
1333,79,25,400,500,2.80E+00
1334,79,25,450,550,2.09E+00
1335,79,25,500,600,3.18E+00
1336,79,25,550,650,2.18E+00
1337,79,25,600,700,2.12E+00
1338,79,25,650,750,1.44E+00
1339,79,25,700,800,1.77E+00
1340,79,25,750,850,1.81E+00
1341,79,25,800,900,1.39E+00
1342,79,25,850,950,1.26E+00
1343,80,25,0,100,3.06E+00
1344,80,25,50,150,2.99E+00
1345,80,25,100,200,1.70E+00
1346,80,25,150,250,1.67E+00
1347,80,25,200,300,2.10E+00
1348,80,25,250,350,1.91E+00
1349,80,25,300,400,1.71E+00
1350,80,25,350,450,1.96E+00
1351,80,25,400,500,1.94E+00
1352,80,25,450,550,1.68E+00
1353,80,25,500,600,1.62E+00
1354,80,25,550,650,2.33E+00
1355,80,25,600,700,1.59E+00
1356,80,25,650,750,1.06E+00
1357,80,25,700,800,5.76E-01
1358,80,25,750,850,4.78E-01
1359,80,25,800,900,4.74E-01
1360,80,25,850,950,5.16E-01
1361,81,25,0,100,2.65E+00
1362,81,25,50,150,1.69E+00
1363,81,25,100,200,1.32E+00
1364,81,25,150,250,1.67E+00
1365,81,25,200,300,2.20E+00
1366,81,25,250,350,1.26E+00
1367,81,25,300,400,1.32E+00
1368,81,25,350,450,1.25E+00
1369,81,25,400,500,1.25E+00
1370,81,25,450,550,1.25E+00
1371,81,25,500,600,1.55E+00
1372,81,25,550,650,1.56E+00
1373,81,25,600,700,1.34E+00
1374,81,25,650,750,8.63E-01
1375,81,25,700,800,6.14E-01
1376,81,25,750,850,5.08E-01
1377,81,25,800,900,5.52E-01
1378,81,25,850,950,1.22E+00
1379,82,25,0,100,9.63E+00
1380,82,25,50,150,3.10E+00
1381,82,25,100,200,2.93E+00
1382,82,25,150,250,2.58E+00
1383,82,25,200,300,3.72E+00
1384,82,25,250,350,2.44E+00
1385,82,25,300,400,2.63E+00
1386,82,25,350,450,2.69E+00
1387,82,25,400,500,2.68E+00
1388,82,25,450,550,1.91E+00
1389,82,25,500,600,2.08E+00
1390,82,25,550,650,2.50E+00
1391,82,25,600,700,1.86E+00
1392,82,25,650,750,1.70E+00
1393,82,25,700,800,1.04E+00
1394,82,25,750,850,8.96E-01
1395,82,25,800,900,6.94E-01
1396,82,25,850,950,8.58E-01
1397,83,25,0,100,1.03E+00
1398,83,25,50,150,1.08E+00
1399,83,25,100,200,8.56E-01
1400,83,25,150,250,1.27E+00
1401,83,25,200,300,1.93E+00
1402,83,25,250,350,1.89E+00
1403,83,25,300,400,2.03E+00
1404,83,25,350,450,2.08E+00
1405,83,25,400,500,2.08E+00
1406,83,25,450,550,2.14E+00
1407,83,25,500,600,2.08E+00
1408,83,25,550,650,2.66E+00
1409,83,25,600,700,1.27E+00
1410,83,25,650,750,1.01E+00
1411,83,25,700,800,1.57E+00
1412,83,25,750,850,1.50E+00
1413,83,25,800,900,1.91E+00
1414,83,25,850,950,1.82E+00
1415,84,25,0,100,4.89E+00
1416,84,25,50,150,2.27E+00
1417,84,25,100,200,1.25E+00
1418,84,25,150,250,2.13E+00
1419,84,25,200,300,2.75E+00
1420,84,25,250,350,3.58E+00
1421,84,25,300,400,2.86E+00
1422,84,25,350,450,2.64E+00
1423,84,25,400,500,2.64E+00
1424,84,25,450,550,1.59E+00
1425,84,25,500,600,2.30E+00
1426,84,25,550,650,2.13E+00
1427,84,25,600,700,1.73E+00
1428,84,25,650,750,1.02E+00
1429,84,25,700,800,7.09E-01
1430,84,25,750,850,4.84E-01
1431,84,25,800,900,4.30E-01
1432,84,25,850,950,5.69E-01
1433,85,25,0,100,9.23E-01
1434,85,25,50,150,9.14E-01
1435,85,25,100,200,1.03E+00
1436,85,25,150,250,2.59E+00
1437,85,25,200,300,1.59E+00
1438,85,25,250,350,1.79E+00
1439,85,25,300,400,1.59E+00
1440,85,25,350,450,1.70E+00
1441,85,25,400,500,1.70E+00
1442,85,25,450,550,8.61E-01
1443,85,25,500,600,1.60E+00
1444,85,25,550,650,1.61E+00
1445,85,25,600,700,1.15E+00
1446,85,25,650,750,7.48E-01
1447,85,25,700,800,5.94E-01
1448,85,25,750,850,6.25E-01
1449,85,25,800,900,5.36E-01
1450,85,25,850,950,5.52E-01
1451,86,25,0,100,3.39E+00
1452,86,25,50,150,2.20E+00
1453,86,25,100,200,1.34E+00
1454,86,25,150,250,1.88E+00
1455,86,25,200,300,3.70E+00
1456,86,25,250,350,3.04E+00
1457,86,25,300,400,2.50E+00
1458,86,25,350,450,2.35E+00
1459,86,25,400,500,2.33E+00
1460,86,25,450,550,1.66E+00
1461,86,25,500,600,2.76E+00
1462,86,25,550,650,4.05E+00
1463,86,25,600,700,1.90E+00
1464,86,25,650,750,1.39E+00
1465,86,25,700,800,8.94E-01
1466,86,25,750,850,9.27E-01
1467,86,25,800,900,8.10E-01
1468,86,25,850,950,9.07E-01
1469,87,25,0,100,1.84E+00
1470,87,25,50,150,1.53E+00
1471,87,25,100,200,1.42E+00
1472,87,25,150,250,2.54E+00
1473,87,25,200,300,2.30E+00
1474,87,25,250,350,2.46E+00
1475,87,25,300,400,1.88E+00
1476,87,25,350,450,1.99E+00
1477,87,25,400,500,1.81E+00
1478,87,25,450,550,1.56E+00
1479,87,25,500,600,1.81E+00
1480,87,25,550,650,1.70E+00
1481,87,25,600,700,1.41E+00
1482,87,25,650,750,1.11E+00
1483,87,25,700,800,9.94E-01
1484,87,25,750,850,1.10E+00
1485,87,25,800,900,5.08E-01
